benefit,a thing that has a good or helpful result,/ˈbenɪfɪt/
care for sb,look after sb (SYN take care of sb),"/ˈkeə fɔː ͬ, fə ͬ/"
concerned about sb,worried about sb,/kənˈsɜːnd/
consultant,person in hospital who knows a lot about a particular subject (SYN specialist),/kənˈsʌltənt/
enough,"as good, well, old, long, etc. as is necessary",/ɪˈnʌf/
get over sth,become well after you have been ill (SYN recover),/ˌget ˈəʊvə ͬ/
go into hospital,go for treatment and stay there for a night or more,/ˌgəʊ ɪntə ˈhɒspɪtl/
go to hospital,"go there for treatment, but not stay in",/ˌgəʊ tə ˈhɒspɪtl/
have an operation,treatment when doctor cuts open the body,/ˌhæv ən ˌɒpəˈreɪʃn/
hospital,"a ​place where ​people who are ​ill or ​injured are ​treated and taken ​care of by ​doctors and ​nurses",/ˈhɒspɪtl/
immediately,with no delay (SYN straightaway),/ɪˈmiːdiətli/
operate,perform a medical treatment which involves cutting,/ˈɒpəreɪt/
operating theatre,a ​special ​room in which ​people are ​operated on in a ​hospital,/ˈɒpəreɪtɪŋ ˌθɪətə ͬ/
operation,"an ​occasion when a ​doctor ​cuts a ​body for ​medical ​reasons in ​order to ​repair, ​remove, or ​replace an ​unhealthy or ​damaged ​part",/ˌɒpəˈreɪʃn/
patient,a person who is having treatment,/ˈpeɪʃnt/
recover,become well after you have been ill (SYN get over sth),/rɪˈkʌvə ͬ/
risk,a danger that sth bad may happen,/rɪsk/
scan,an image of inner's organs,/skæn/
specialist,a person who knows a lot about a particular subject (SYN consultant),/ˈspeʃəlɪst/
straightaway,with no delay (SYN immediately),/ˌstreɪtəˈweɪ/
successful,has gone well,/səkˈsesfl/
surgeon,a doctor who does medical operations,/ˈsɜːdʒən/
take care of sb,look after sb (SYN care for sb),/ˌteɪk ˈkeər əv/
test,"a medical examination of part of your body",/test/
treat sb,give medical help to sb to make them better,/triːt/
urgent,needing to be done quickly,/ˈɜːdʒənt/
ward,"one of the ​parts or ​large ​rooms into which a ​hospital is ​divided, usually with ​beds for ​patients",/wɔːd/
x-ray,"medical device which shows solid inner part of body like bones, etc",/ˈeks ˌreɪ/
treatment,"the use of ​drugs, ​exercises, etc. to ​cure a ​person of an ​illness or ​injury",/ˈtriːtmənt/
