allergic,to have allergy to sth,/əˈlɜːdʒɪk/
allergy,"a medical condition that makes you ill when you thouch, eat, or breathe sth that doesn't normally make other people ill",/ˈælədʒi/
arthritic,"to have artritis",/ɑːˈθrɪtɪk/
arthritis,"a disease which causes pain when you bend your arms, fingers, etc",/ɑːˈθraɪtəs/
asthma,a medical condition which makes it diffirult to breathe,/ˈæsmə/
blind,not able to see,/blaɪnd/
brain,"the ​organ inside the ​head that ​controls ​thought, ​memory, ​feelings, and ​activity",/breɪn/
breathe,take air into your lungs and let it out again,/briːð/
cancer,a very serious illness in which tumours often grow in the body,/ˈkænsə ͬ/
deaf,not able to hear,/def/
decrease,get smaller in number or amount,/dɪˈkriːs/
depressed,to have a depression,/dɪˈprest/
depression,a feeling of being very unhappy,/dɪˈpreʃn/
diabetes,"a disease in which your body can't control the level of sugar in the blood",/ˌdaɪəˈbiːtiːz/
diabetic,to have diabetes,/ˌdaɪəˈbetɪk/
disability,not able to use a part of your body properly,/ˌdɪsəˈbɪləti/
disease,an illness,/dɪˈziːz/
dramatic,sudden an surprising,/drəˈmætɪk/
go blind,to have a decreasing vision (SYN lose your sight),/ˌgəʊ ˈblaɪnd/
go deaf,to have a decreasing hearing,/ˌgəʊ ˈdef/
have a stroke,"a sudden illness which affects the brain and can stop you walking, talking, etc",/ˌhæv ə ˈstrəʊk/
heart,an organ which moves blood in the body,/hɑːt/
heart attack,when heart suddenly stops working properly,/ˈhɑːt əˌtæk/
heart disease,a serious long-term condition causing problems for your heart,/ˈhɑːt dɪˌziːz/
increase,get larger in number or amount,/ˈɪŋkriːs/
infectious,disease which passes easily from person to person,/ɪnˈfekʃəs/
lead to sth,"cause or have sth as a result, often sth bad",/ˈliːd tə/
lose your sight,not able to see (SYN go blind),/ˌluːz jɔː ˈsaɪt/
lungs,an organ which gets oxygen from the air into the blood,/lʌŋz/
memory loss,a condition in which you lose your ability to remember things,/ˈmeməri ˌlɒs/
obese,to have obesity,/əˈbiːs/
obesity,the state of being so fat thot you are unhealthy,/əˈbiːsəti/
sight,ability to see things,/saɪt/
disabled,someone who has some disability,/dɪsˈeɪbld/
